1	14881	1	0
1	109371	1	0
1	185890	1	0
1	216052	1	0
1	291054	1	0.73
1	311429	1	0.73
1	398902	1	2.92
1	445665	1	2.92
1	486769	1	5.121
1	497839	1	4.391
1	504622	1	5.851
1	630351	1	8.073
1	660447	1	8.073
1	744803	1	11.059
1	768509	1	12.53
1	809478	1	13.26
1	828923	1	13.99
1	859679	1	13.99
1	863700	1	13.99
1	874774	1	13.99
1	878756	1	13.99
1	891203	1	13.99
1	903220	1	13.99
1	904883	1	13.99
1	908746	1	13.99
1	918182	1	13.99
1	950215	1	13.99
1	1025606	1	19.974
1	1082551	1	22.196
1	1101489	1	22.926
1	1164163	1	22.926
1	1180355	1	22.926
1	1294245	1	23.656
1	1294958	1	23.656
1	1298607	1	23.656
1	1309152	1	24.386
1	1316372	1	24.386
1	1317782	1	24.386
1	1323129	1	24.386
1	1341568	1	25.116
1	1374239	1	25.116
1	1389767	1	25.116
1	1394839	1	25.116
1	1475001	1	25.846
1	1531465	1	27.317
1	1616652	1	29.539
1	1689172	1	32.525
1	1719205	1	33.255
1	1771369	1	35.456
1	1820503	1	37.656
1	1898696	1	44.977
1	1953041	1	42.058
1	1953833	1	42.058
1	2009091	1	42.058
1	2017778	1	42.788
1	2023863	1	42.788
1	2107639	1	43.518
1	2133411	1	43.518
1	2140938	1	44.248
1	2142539	1	44.248
1	2143071	1	43.518
1	2194582	1	43.518
1	2248567	1	43.518
1	2407345	1	43.518
1	2493935	1	44.248
1	2494921	1	44.248
1	2520704	1	44.248
1	2540163	1	44.248
1	2612000	1	44.977
1	2646466	1	44.977
1	2654221	1	44.977
1	2734555	1	47.963
1	2880156	1	47.963
1	2927315	1	48.693
1	3096022	1	49.423
1	3153900	1	49.423
1	3183437	1	49.423
1	3201927	1	50.153
1	3228466	1	49.423
1	3377800	1	49.423
1	3387452	1	49.423
1	3393507	1	49.423
1	3505709	1	49.423
1	3506278	1	49.423
1	3526639	1	50.153
1	3619533	1	49.423
1	3670336	1	49.423
1	3683091	1	49.423
1	3709800	1	50.883
1	3902007	1	50.153
1	4272616	1	50.153
1	4353091	1	51.613
1	4583393	1	50.153
1	4639900	1	50.153
1	5100296	1	50.153
1	5278590	1	50.153
1	5362065	1	50.153
1	5422291	1	50.153
1	5511665	1	50.153
1	5581747	1	50.153
