Mme_chr01	15000	67	0.01241
Mme_chr01	25000	87	0.010433
Mme_chr01	35000	40	0.007891
Mme_chr01	45000	58	0.008074
Mme_chr01	55000	63	0.010883
Mme_chr01	65000	29	0.008512
Mme_chr01	75000	209	0.016872
Mme_chr01	85000	30	0.007731
Mme_chr01	95000	161	0.010894
Mme_chr01	105000	154	0.008637
Mme_chr01	135000	12	0.047469
Mme_chr01	145000	96	0.011047
Mme_chr01	155000	162	0.018405
Mme_chr01	165000	29	0.011756
Mme_chr01	175000	153	0.014345
Mme_chr01	185000	223	0.009679
Mme_chr01	195000	61	0.016185
Mme_chr01	215000	100	0.01157
Mme_chr01	225000	123	0.009328
Mme_chr01	235000	97	0.010008
Mme_chr01	245000	91	0.009138
Mme_chr01	255000	68	0.015261
Mme_chr01	265000	35	0.018038
Mme_chr01	275000	54	0.008961
Mme_chr01	295000	71	0.011145
Mme_chr01	305000	12	0.008498
Mme_chr01	315000	65	0.010343
Mme_chr01	325000	57	0.00938
Mme_chr01	335000	33	0.015323
Mme_chr01	345000	211	0.011083
Mme_chr01	355000	168	0.010496
Mme_chr01	365000	102	0.012675
Mme_chr01	375000	207	0.010422
Mme_chr01	385000	125	0.008717
Mme_chr01	395000	34	0.013448
Mme_chr01	405000	63	0.013453
Mme_chr01	415000	319	0.01353
Mme_chr01	425000	184	0.00892
Mme_chr01	435000	245	0.007811
Mme_chr01	455000	65	0.010829
Mme_chr01	465000	26	0.010727
Mme_chr01	475000	131	0.012664
Mme_chr01	485000	159	0.012141
Mme_chr01	495000	247	0.009469
Mme_chr01	505000	386	0.011143
Mme_chr01	515000	160	0.008154
Mme_chr01	525000	177	0.010566
Mme_chr01	535000	68	0.011438
Mme_chr01	545000	109	0.00877
Mme_chr01	555000	234	0.009041
Mme_chr01	565000	255	0.011518
Mme_chr01	575000	203	0.01211
Mme_chr01	585000	404	0.008357
Mme_chr01	595000	329	0.011443
Mme_chr01	605000	417	0.012309
Mme_chr01	615000	391	0.010104
Mme_chr01	625000	188	0.009088
Mme_chr01	635000	238	0.013457
Mme_chr01	645000	257	0.011431
Mme_chr01	655000	368	0.014038
Mme_chr01	665000	275	0.010621
Mme_chr01	675000	463	0.010614
Mme_chr01	685000	351	0.010403
Mme_chr01	695000	352	0.01141
Mme_chr01	705000	286	0.010975
Mme_chr01	715000	288	0.013578
Mme_chr01	725000	9	0.016476
Mme_chr01	735000	365	0.009652
Mme_chr01	745000	401	0.010466
Mme_chr01	755000	211	0.009444
Mme_chr01	765000	400	0.012118
Mme_chr01	775000	407	0.009396
Mme_chr01	785000	274	0.009278
Mme_chr01	795000	275	0.010812
Mme_chr01	805000	450	0.011138
Mme_chr01	815000	107	0.015425
Mme_chr01	825000	43	0.010534
Mme_chr01	835000	310	0.010033
Mme_chr01	845000	455	0.009245
Mme_chr01	855000	325	0.012552
Mme_chr01	865000	41	0.015107
Mme_chr01	875000	413	0.010447
Mme_chr01	885000	355	0.010644
Mme_chr01	895000	424	0.009946
Mme_chr01	905000	369	0.011471
Mme_chr01	915000	476	0.010837
Mme_chr01	925000	413	0.009761
Mme_chr01	935000	402	0.011558
Mme_chr01	945000	329	0.010332
Mme_chr01	955000	423	0.0125
Mme_chr01	965000	184	0.010699
